timestamp,accX,accY,accZ
2.0,0.5,-0.05,10.04
15.0,0.46,-0.03,8.07
28.0,0.53,-0.04,9.55
41.0,0.52,-0.02,9.87
54.0,0.41,-0.1,9.95
67.0,0.28,-0.17,10.04
79.0,0.13,-0.29,10.04
92.0,0.12,-0.37,10.25
105.0,0.26,-0.4,10.41
118.0,0.52,-0.37,10.45
131.0,0.54,-0.31,10.22
144.0,0.51,-0.21,9.97
157.0,0.32,-0.07,9.75
169.0,0.13,-0.03,9.66
182.0,-0.01,-0.09,9.73
195.0,-0.05,-0.17,10.06
208.0,0.14,-0.26,10.32
221.0,0.29,-0.33,10.37
234.0,0.24,-0.36,10.28
247.0,0.18,-0.3,10.06
259.0,0.14,-0.21,9.91
272.0,0.11,-0.11,9.93
285.0,0.07,-0.08,9.97
298.0,0.15,-0.11,10.05
311.0,0.26,-0.14,10.19
324.0,0.28,-0.16,10.21
337.0,0.15,-0.23,10.19
349.0,0.16,-0.2,10.18
362.0,0.07,-0.16,10.05
375.0,0.09,-0.13,9.97
388.0,0.06,-0.16,10.04
401.0,0.05,-0.16,10.01
414.0,0.02,-0.2,10.04
427.0,0.03,-0.21,10.13
439.0,0.17,-0.17,10.14
452.0,0.15,-0.14,10.01
465.0,0.17,-0.09,9.97
478.0,0.2,-0.02,9.95
491.0,0.21,-0.06,10.0
504.0,0.19,-0.09,10.02
517.0,0.15,-0.14,10.1
529.0,0.16,-0.13,10.21
542.0,0.18,-0.12,10.21
555.0,0.29,-0.07,10.23
568.0,0.3,-0.01,10.19
581.0,0.4,0.01,10.22
594.0,0.23,0.02,10.02
607.0,0.12,0.01,9.82
619.0,0.07,0.06,9.71
632.0,0.02,0.17,9.77
645.0,0.27,0.25,9.83
658.0,0.21,0.25,9.83
671.0,0.17,0.17,9.95
684.0,0.13,0.05,10.13
696.0,0.14,-0.07,10.29
709.0,0.08,-0.15,10.31
722.0,0.07,-0.16,10.28
735.0,-0.01,-0.12,10.19
748.0,-0.01,-0.07,10.18
761.0,0.05,0.0,10.15
774.0,0.21,0.08,10.05
786.0,0.23,0.11,9.91
799.0,0.12,0.13,9.82
812.0,-0.06,0.06,9.77
825.0,-0.08,0.01,9.82
838.0,-0.17,-0.05,10.01
851.0,-0.13,-0.12,10.18
864.0,0.11,-0.13,10.35
876.0,0.17,-0.11,10.43
889.0,0.26,-0.1,10.2
902.0,0.1,-0.01,10.03
915.0,0.02,0.06,9.99
928.0,-0.05,0.1,10.0
941.0,-0.07,0.12,10.12
954.0,0.02,0.21,9.97
966.0,-0.09,0.06,10.06
979.0,-0.09,0.1,10.13
992.0,0.22,0.15,10.2
1005.0,0.35,0.23,10.08
1018.0,0.25,0.31,9.84
1031.0,0.11,0.36,9.71
1043.0,0.0,0.37,9.72
1056.0,-0.04,0.32,9.81
1069.0,0.01,0.21,9.99
1082.0,0.03,0.08,10.16
1095.0,0.06,-0.01,10.23
1108.0,0.14,-0.02,10.25
1121.0,0.26,0.01,10.18
1133.0,0.26,0.11,10.01
1146.0,0.13,0.16,9.85
1159.0,0.04,0.2,9.77
1172.0,-0.0,0.19,9.82
1185.0,-0.02,0.12,10.0
1198.0,0.05,0.03,10.22
1210.0,0.11,-0.07,10.28
1223.0,0.37,-0.02,10.4
1236.0,0.52,0.08,10.45
1249.0,0.61,0.17,10.31
1262.0,0.49,0.26,10.11
1275.0,0.54,0.3,10.1
1288.0,0.4,0.36,10.07
1300.0,0.37,0.3,10.06
1313.0,0.39,0.3,10.18
1326.0,0.47,0.27,10.18
1339.0,0.44,0.23,10.02
1352.0,0.41,0.23,9.91
1365.0,0.57,0.25,9.82
1377.0,0.63,0.33,9.7
1390.0,0.67,0.37,9.67
1403.0,0.74,0.46,9.77
1416.0,0.69,0.48,9.96
1429.0,0.65,0.36,10.09
1442.0,0.55,0.28,10.19
1455.0,0.59,0.2,10.2
1467.0,0.65,0.18,10.19
1480.0,0.66,0.21,10.18
1493.0,0.72,0.27,10.04
1506.0,0.7,0.35,9.97
1519.0,0.7,0.38,10.01
1532.0,0.51,0.29,9.9
1544.0,0.33,0.23,9.88
1557.0,0.22,0.11,9.98
1570.0,0.2,0.04,10.13
1583.0,0.25,0.01,10.2
1596.0,0.32,-0.01,10.18
1609.0,0.28,-0.01,10.0
1621.0,0.29,0.04,9.91
1634.0,0.31,0.07,9.89
1647.0,0.14,0.06,9.9
1660.0,0.03,-0.01,9.95
1673.0,-0.16,-0.11,10.08
1686.0,-0.27,-0.21,10.31
1699.0,-0.12,-0.27,10.53
1712.0,0.26,-0.25,10.71
1724.0,0.48,-0.11,10.57
1737.0,0.45,-0.05,10.23
1750.0,0.05,0.02,9.66
1763.0,-0.2,0.07,9.41
1776.0,-0.38,0.11,9.45
1789.0,-0.37,0.03,9.7
1801.0,-0.21,-0.05,10.08
1814.0,-0.07,-0.16,10.34
1827.0,0.05,-0.26,10.38
1840.0,0.0,-0.3,10.27
1853.0,-0.03,-0.23,10.14
1866.0,-0.03,-0.11,9.98
1879.0,-0.12,-0.0,9.87
1892.0,-0.2,0.01,9.94
1904.0,-0.3,-0.07,10.07
1917.0,-0.33,-0.16,10.18
1930.0,-0.25,-0.23,10.23
1943.0,-0.13,-0.23,10.21
1956.0,0.04,-0.2,10.16
1969.0,0.11,-0.1,10.07
1982.0,0.11,-0.04,10.06
1995.0,-0.0,-0.06,10.13
2007.0,-0.24,-0.07,9.91
2020.0,-0.38,-0.05,9.9
2033.0,-0.24,0.03,10.12
2046.0,0.05,0.04,10.45
2059.0,0.15,-0.0,10.41
2072.0,0.03,-0.03,10.15
2085.0,-0.08,0.0,10.15
2097.0,-0.18,0.07,9.98
2110.0,-0.22,0.07,9.87
2123.0,-0.27,0.12,9.82
2136.0,-0.15,0.13,9.84
2149.0,-0.06,0.13,9.83
2162.0,-0.03,0.14,9.89
2175.0,-0.15,0.11,9.89
2187.0,-0.26,0.06,9.96
2200.0,-0.23,0.01,10.04
2213.0,-0.2,0.01,10.13
2226.0,-0.21,-0.03,10.2
2239.0,-0.19,-0.09,10.2
2252.0,-0.22,-0.1,10.23
2265.0,0.04,-0.04,10.28
2277.0,0.17,0.03,10.2
2290.0,0.18,0.1,10.05
2303.0,0.12,0.16,9.92
2316.0,0.08,0.21,9.91
2329.0,0.04,0.24,10.0
2342.0,0.16,0.24,10.04
2355.0,0.16,0.26,10.04
2367.0,0.37,0.3,10.15
2380.0,0.63,0.38,10.09
2393.0,0.77,0.57,10.18
2406.0,0.79,0.57,10.06
2419.0,0.59,0.6,10.04
2432.0,0.33,0.6,9.79
2444.0,0.28,0.56,9.83
2457.0,0.35,0.54,9.95
2470.0,0.62,0.55,10.04
2483.0,0.82,0.53,10.09
2496.0,0.9,0.59,10.07
2509.0,0.8,0.53,9.92
2521.0,0.59,0.5,9.8
2534.0,0.43,0.41,9.77
2547.0,0.36,0.35,9.88
2560.0,0.35,0.34,10.04
2573.0,0.42,0.28,10.14
2586.0,0.43,0.23,10.2
2599.0,0.53,0.23,10.28
2611.0,0.59,0.25,10.26
2624.0,0.65,0.31,10.18
2637.0,0.58,0.39,9.99
2650.0,0.49,0.39,9.88
2663.0,0.32,0.36,9.87
2676.0,0.2,0.28,9.9
2688.0,0.12,0.18,9.97
2701.0,0.1,0.03,10.16
2714.0,0.26,0.05,10.03
2727.0,0.34,0.02,10.21
2740.0,0.41,0.02,10.33
2753.0,0.39,0.03,10.14
2765.0,0.16,0.05,9.99
2778.0,-0.03,0.08,9.95
2791.0,-0.14,0.06,10.02
