timestamp,accX,accY,accZ
2.0,0.46,-0.6,10.12
15.0,0.36,-0.54,8.27
28.0,0.3,-0.66,9.79
41.0,0.21,-0.64,10.04
54.0,0.17,-0.64,10.13
66.0,0.19,-0.65,10.2
79.0,0.25,-0.65,10.22
92.0,0.28,-0.62,10.18
105.0,0.3,-0.57,10.05
118.0,0.24,-0.54,9.98
131.0,0.23,-0.49,9.92
144.0,0.21,-0.5,9.95
157.0,0.22,-0.5,10.02
169.0,0.25,-0.51,10.15
182.0,0.27,-0.56,10.26
195.0,0.28,-0.57,10.26
208.0,0.3,-0.57,10.2
221.0,0.28,-0.56,10.2
234.0,0.3,-0.57,10.16
247.0,0.37,-0.58,10.17
259.0,0.34,-0.6,10.13
272.0,0.3,-0.59,9.93
285.0,0.3,-0.53,9.77
298.0,0.34,-0.45,9.72
311.0,0.31,-0.41,9.7
324.0,0.32,-0.34,9.82
337.0,0.39,-0.41,10.18
349.0,0.45,-0.54,10.45
362.0,0.43,-0.59,10.48
375.0,0.45,-0.51,10.35
388.0,0.46,-0.34,10.3
401.0,0.66,-0.24,10.15
414.0,0.79,-0.1,9.85
427.0,0.64,0.04,9.61
439.0,0.56,0.1,9.56
452.0,0.68,0.09,9.79
465.0,0.82,0.02,10.0
478.0,0.8,-0.05,10.03
491.0,0.65,-0.14,10.05
504.0,0.5,-0.19,9.96
516.0,0.54,-0.23,9.95
529.0,0.54,-0.25,9.86
542.0,0.48,-0.26,9.72
555.0,0.56,-0.35,9.86
568.0,0.56,-0.42,9.96
581.0,0.53,-0.52,10.11
594.0,0.61,-0.6,10.26
606.0,0.59,-0.63,10.14
619.0,0.65,-0.65,9.97
632.0,0.78,-0.68,10.02
645.0,0.87,-0.61,10.01
658.0,0.93,-0.62,9.93
671.0,0.89,-0.57,9.9
684.0,0.89,-0.56,9.82
696.0,0.85,-0.54,9.72
709.0,0.71,-0.52,9.71
722.0,0.53,-0.52,9.88
735.0,0.33,-0.63,10.28
748.0,0.11,-0.78,10.6
761.0,0.05,-0.91,10.89
774.0,0.1,-0.94,11.06
786.0,0.15,-0.87,11.02
799.0,0.2,-0.68,10.76
812.0,0.25,-0.51,10.31
825.0,0.13,-0.38,9.85
838.0,0.05,-0.35,9.64
851.0,-0.06,-0.41,9.56
864.0,-0.17,-0.51,9.62
877.0,-0.17,-0.58,9.69
889.0,-0.23,-0.64,9.87
902.0,-0.22,-0.69,9.97
915.0,-0.14,-0.76,10.0
928.0,-0.04,-0.77,9.94
941.0,-0.08,-0.74,9.87
954.0,-0.1,-0.72,9.91
967.0,-0.01,-0.75,10.15
980.0,0.09,-0.82,10.29
992.0,0.16,-0.79,10.29
1005.0,0.18,-0.68,10.17
1018.0,0.37,-0.56,10.15
1031.0,0.56,-0.47,10.16
1044.0,0.6,-0.38,10.02
1057.0,0.54,-0.32,9.84
1070.0,0.48,-0.31,9.91
1082.0,0.44,-0.34,10.03
1095.0,0.47,-0.36,10.13
1108.0,0.56,-0.39,10.21
1121.0,0.64,-0.43,10.21
1134.0,0.6,-0.41,10.11
1147.0,0.62,-0.4,9.97
1160.0,0.66,-0.37,9.87
1172.0,0.69,-0.32,9.72
1185.0,0.7,-0.28,9.82
1198.0,0.68,-0.31,10.0
1211.0,0.64,-0.37,10.15
1224.0,0.56,-0.47,10.18
1237.0,0.55,-0.49,10.24
1250.0,0.62,-0.47,10.23
1262.0,0.62,-0.44,10.1
1275.0,0.58,-0.4,9.95
1288.0,0.61,-0.32,9.82
1301.0,0.68,-0.28,9.76
1314.0,0.69,-0.22,9.77
1327.0,0.62,-0.28,9.85
1340.0,0.44,-0.41,9.93
1352.0,0.41,-0.51,10.06
1365.0,0.43,-0.58,10.16
1378.0,0.69,-0.54,10.12
1391.0,0.94,-0.47,10.13
