timestamp,accX,accY,accZ
2.0,-0.12,-1.32,10.09
15.0,-0.09,-1.1,8.28
28.0,-0.07,-1.33,9.92
41.0,-0.03,-1.36,10.11
54.0,0.07,-1.33,10.11
67.0,0.01,-1.24,9.93
79.0,-0.11,-1.22,9.88
92.0,-0.19,-1.24,9.83
105.0,-0.26,-1.26,9.89
118.0,-0.26,-1.28,9.87
131.0,-0.22,-1.28,9.88
144.0,-0.17,-1.29,9.86
157.0,-0.1,-1.31,9.9
170.0,-0.01,-1.31,9.97
182.0,0.07,-1.33,9.98
195.0,-0.06,-1.35,10.01
208.0,-0.14,-1.36,10.02
221.0,-0.14,-1.34,10.04
234.0,-0.14,-1.33,9.99
247.0,-0.13,-1.31,9.94
260.0,-0.12,-1.27,9.95
273.0,-0.12,-1.25,10.01
285.0,-0.17,-1.32,10.12
298.0,-0.22,-1.33,10.12
311.0,-0.21,-1.23,10.04
324.0,-0.16,-1.15,9.91
337.0,-0.17,-1.1,9.81
350.0,-0.16,-1.09,9.82
363.0,-0.13,-1.16,9.83
376.0,-0.15,-1.23,9.88
388.0,-0.25,-1.28,9.93
401.0,-0.21,-1.3,9.94
414.0,-0.11,-1.31,9.95
427.0,-0.05,-1.26,9.98
440.0,-0.08,-1.26,9.99
453.0,-0.19,-1.25,9.99
466.0,-0.14,-1.24,9.98
479.0,-0.08,-1.23,9.91
491.0,-0.16,-1.27,9.94
504.0,-0.21,-1.32,9.92
517.0,-0.21,-1.37,9.96
530.0,-0.18,-1.4,9.98
543.0,-0.17,-1.41,9.93
556.0,-0.24,-1.42,9.86
569.0,-0.26,-1.46,9.95
582.0,-0.27,-1.46,9.92
594.0,-0.34,-1.55,10.07
607.0,-0.37,-1.6,10.15
620.0,-0.3,-1.58,10.12
633.0,-0.24,-1.52,10.0
646.0,-0.2,-1.4,9.82
659.0,-0.2,-1.36,9.83
672.0,-0.13,-1.27,9.74
685.0,-0.12,-1.23,9.73
697.0,-0.16,-1.28,9.91
710.0,-0.18,-1.35,10.04
723.0,-0.21,-1.42,10.18
736.0,-0.25,-1.4,10.12
749.0,-0.27,-1.36,9.99
762.0,-0.3,-1.19,9.8
775.0,-0.31,-1.09,9.77
788.0,-0.24,-1.0,10.04
800.0,-0.05,-0.86,10.11
813.0,-0.01,-0.77,9.82
826.0,-0.41,-0.95,9.51
839.0,-0.86,-1.35,9.5
852.0,-1.01,-1.69,9.75
865.0,-0.96,-2.0,10.22
878.0,-0.9,-2.08,10.5
891.0,-0.83,-2.09,10.68
903.0,-0.55,-1.84,10.49
916.0,-0.27,-1.48,10.05
929.0,-0.12,-1.16,9.63
942.0,-0.06,-1.0,9.39
955.0,0.01,-0.93,9.46
968.0,0.15,-1.02,9.8
981.0,0.25,-1.1,10.08
993.0,0.31,-1.1,10.29
1006.0,0.42,-0.96,10.21
1019.0,0.44,-0.84,10.18
1032.0,0.45,-0.76,10.04
1045.0,0.38,-0.7,9.85
1058.0,0.13,-0.73,9.73
1071.0,-0.15,-0.86,9.61
1083.0,-0.33,-1.05,9.74
1096.0,-0.39,-1.22,9.91
1109.0,-0.34,-1.34,10.11
1122.0,-0.25,-1.38,10.18
1135.0,-0.2,-1.37,10.22
1148.0,-0.18,-1.31,10.15
1161.0,-0.19,-1.26,10.04
1174.0,-0.17,-1.25,10.01
1186.0,-0.15,-1.25,9.98
1199.0,-0.14,-1.3,10.05
1212.0,-0.05,-1.3,10.06
1225.0,0.1,-1.26,9.99
1238.0,0.15,-1.26,9.97
1251.0,0.13,-1.22,9.96
1264.0,0.22,-1.16,9.96
1277.0,0.24,-1.11,9.92
1289.0,0.21,-1.09,9.87
1302.0,0.05,-1.11,9.82
1315.0,-0.05,-1.14,9.85
1328.0,-0.09,-1.14,9.87
1341.0,-0.13,-1.15,9.88
1354.0,-0.11,-1.21,9.97
1367.0,-0.07,-1.17,9.96
1379.0,0.05,-1.15,9.93
1392.0,0.05,-1.19,10.0
1405.0,-0.01,-1.29,10.1
1418.0,-0.11,-1.38,10.15
1431.0,-0.28,-1.46,10.26
1444.0,-0.39,-1.56,10.32
1457.0,-0.38,-1.5,10.19
1470.0,-0.3,-1.37,9.98
1482.0,-0.17,-1.22,9.82
1495.0,-0.24,-1.1,9.69
1508.0,-0.31,-1.06,9.69
1521.0,-0.3,-1.12,9.83
1534.0,-0.22,-1.28,10.08
1547.0,-0.17,-1.44,10.35
1560.0,-0.09,-1.51,10.42
1573.0,0.02,-1.47,10.35
1585.0,0.14,-1.31,10.08
1598.0,0.09,-1.24,9.99
1611.0,-0.03,-1.18,9.83
1624.0,-0.07,-1.19,9.84
1637.0,-0.17,-1.18,9.79
1650.0,-0.25,-1.15,9.69
1663.0,-0.34,-1.12,9.71
1675.0,-0.33,-1.11,9.76
1688.0,-0.29,-1.09,9.8
1701.0,-0.13,-1.13,9.87
1714.0,-0.01,-1.18,9.99
1727.0,-0.03,-1.2,9.99
1740.0,-0.08,-1.25,10.09
1753.0,-0.09,-1.32,10.14
1766.0,-0.19,-1.34,10.11
1778.0,-0.21,-1.3,9.86
1791.0,-0.18,-1.28,9.65
1804.0,-0.22,-1.34,9.65
1817.0,-0.28,-1.37,9.57
1830.0,-0.44,-1.56,9.94
1843.0,-0.39,-1.54,9.97
1856.0,-0.39,-1.53,10.09
1869.0,-0.38,-1.59,10.32
1881.0,-0.43,-1.4,10.03
1894.0,-0.53,-1.33,9.98
1907.0,-0.62,-1.37,10.02
1920.0,-0.5,-1.45,10.13
1933.0,-0.39,-1.5,10.15
1946.0,-0.45,-1.5,10.03
1959.0,-0.5,-1.45,9.88
1972.0,-0.49,-1.42,9.74
1984.0,-0.43,-1.37,9.66
1997.0,-0.42,-1.31,9.64
2010.0,-0.42,-1.28,9.75
2023.0,-0.47,-1.25,9.79
2036.0,-0.45,-1.21,9.89
2049.0,-0.5,-1.15,9.9
2062.0,-0.58,-1.1,9.88
2075.0,-0.51,-1.13,9.99
2087.0,-0.48,-1.12,10.01
2100.0,-0.47,-1.17,10.09
2113.0,-0.49,-1.15,9.94
2126.0,-0.5,-1.33,10.18
2139.0,-0.47,-1.41,10.18
2152.0,-0.44,-1.43,10.07
2165.0,-0.44,-1.51,9.97
2178.0,-0.42,-1.52,9.77
2190.0,-0.49,-1.55,9.72
2203.0,-0.4,-1.57,9.72
2216.0,-0.38,-1.55,9.84
2229.0,-0.26,-1.55,9.9
2242.0,-0.13,-1.5,10.06
2255.0,-0.15,-1.51,10.21
2268.0,-0.07,-1.53,10.38
2281.0,0.07,-1.48,10.38
2293.0,0.08,-1.4,10.36
2306.0,0.08,-1.28,10.13
2319.0,0.17,-1.15,9.92
2332.0,0.21,-0.97,9.7
2345.0,0.12,-0.88,9.56
2358.0,0.09,-0.85,9.56
2371.0,0.1,-0.86,9.64
2383.0,0.01,-0.91,9.7
2396.0,-0.09,-1.03,9.82
2409.0,-0.07,-1.14,10.0
2422.0,-0.08,-1.25,10.1
2435.0,-0.18,-1.34,10.12
2448.0,-0.35,-1.38,10.11
2461.0,-0.48,-1.42,10.05
2474.0,-0.51,-1.43,10.0
2486.0,-0.52,-1.39,9.9
2499.0,-0.58,-1.33,9.8
2512.0,-0.51,-1.3,9.76
2525.0,-0.54,-1.29,9.87
2538.0,-0.65,-1.31,10.09
2551.0,-0.66,-1.27,10.18
2564.0,-0.58,-1.16,10.14
2577.0,-0.51,-1.09,10.02
2589.0,-0.38,-1.12,9.99
2602.0,-0.2,-1.23,10.07
2615.0,-0.15,-1.34,10.11
2628.0,-0.11,-1.39,10.13
2641.0,-0.14,-1.4,10.02
2654.0,-0.15,-1.29,9.82
2667.0,-0.12,-1.16,9.61
2680.0,-0.15,-1.08,9.44
2692.0,-0.34,-1.11,9.45
2705.0,-0.41,-1.22,9.64
2718.0,-0.44,-1.4,9.95
2731.0,-0.47,-1.59,10.27
2744.0,-0.52,-1.7,10.47
2757.0,-0.51,-1.71,10.43
2770.0,-0.52,-1.63,10.27
2783.0,-0.53,-1.54,10.09
2795.0,-0.43,-1.43,9.93
2808.0,-0.3,-1.33,9.83
2821.0,-0.24,-1.23,9.73
2834.0,-0.27,-1.16,9.63
2847.0,-0.29,-1.13,9.71
2860.0,-0.21,-1.15,9.76
2873.0,-0.13,-1.17,9.87
2886.0,-0.17,-1.19,9.99
2898.0,-0.14,-1.2,10.03
2911.0,-0.11,-1.2,10.02
2924.0,-0.1,-1.18,9.94
2937.0,-0.17,-1.23,9.87
2950.0,-0.2,-1.3,9.92
2963.0,-0.24,-1.35,9.89
2976.0,-0.31,-1.39,9.86
2989.0,-0.42,-1.41,9.84
3001.0,-0.45,-1.37,9.81
3014.0,-0.44,-1.4,9.89
3027.0,-0.39,-1.43,9.97
3040.0,-0.32,-1.46,10.1
3053.0,-0.31,-1.44,10.13
3066.0,-0.3,-1.42,10.14
3079.0,-0.3,-1.35,10.07
3092.0,-0.33,-1.3,9.99
3104.0,-0.44,-1.26,9.9
3117.0,-0.47,-1.27,9.9
3130.0,-0.5,-1.26,9.9
3143.0,-0.43,-1.23,9.93
3156.0,-0.42,-1.25,9.97
3169.0,-0.45,-1.21,10.0
3182.0,-0.44,-1.18,9.95
3195.0,-0.43,-1.14,9.89
3207.0,-0.44,-1.19,9.88
3220.0,-0.48,-1.31,9.95
3233.0,-0.43,-1.4,10.03
3246.0,-0.39,-1.46,10.12
3259.0,-0.4,-1.47,10.08
3272.0,-0.49,-1.43,10.09
3285.0,-0.51,-1.4,10.01
3298.0,-0.37,-1.36,10.0
3310.0,-0.28,-1.4,9.99
3323.0,-0.23,-1.42,9.96
3336.0,-0.16,-1.39,9.89
3349.0,-0.23,-1.28,9.78
3362.0,-0.3,-1.17,9.64
3375.0,-0.33,-1.08,9.54
3388.0,-0.31,-1.08,9.51
3401.0,-0.3,-1.22,9.68
3413.0,-0.25,-1.36,9.89
3426.0,-0.24,-1.43,10.07
3439.0,-0.27,-1.46,10.21
3452.0,-0.27,-1.47,10.32
3465.0,-0.16,-1.42,10.32
3478.0,-0.14,-1.36,10.2
3491.0,-0.29,-1.35,10.03
3504.0,-0.38,-1.37,9.96
3516.0,-0.48,-1.34,9.89
3529.0,-0.54,-1.31,9.87
3542.0,-0.54,-1.23,9.76
3555.0,-0.48,-1.2,9.75
3568.0,-0.37,-1.26,9.82
3581.0,-0.26,-1.33,10.03
3594.0,-0.15,-1.38,10.22
3607.0,-0.12,-1.37,10.26
3619.0,-0.21,-1.27,10.14
3632.0,-0.22,-1.2,9.9
3645.0,-0.23,-1.1,9.74
3658.0,-0.08,-1.12,9.87
3671.0,-0.1,-1.24,9.94
3684.0,-0.16,-1.3,10.0
3697.0,-0.11,-1.33,10.02
3710.0,-0.11,-1.27,9.97
3722.0,-0.06,-1.19,9.86
3735.0,-0.17,-1.18,9.81
3748.0,-0.27,-1.24,9.94
3761.0,-0.3,-1.3,10.1
3774.0,-0.33,-1.37,10.22
3787.0,-0.36,-1.35,10.25
3800.0,-0.46,-1.39,10.35
3813.0,-0.51,-1.4,10.46
3825.0,-0.44,-1.48,10.82
3838.0,-0.15,-1.52,11.01
3851.0,-0.07,-1.53,11.08
3864.0,0.04,-1.28,10.63
3877.0,0.07,-1.01,9.94
3890.0,0.04,-0.75,9.41
3903.0,-0.16,-0.62,8.95
3915.0,-0.38,-0.43,8.45
3928.0,-0.36,-0.35,8.46
3941.0,-0.3,-0.44,8.66
3954.0,-0.36,-0.61,9.08
3967.0,-0.27,-0.75,9.39
3980.0,-0.13,-0.89,9.77
3993.0,-0.01,-1.02,10.08
4006.0,-0.16,-1.19,10.34
4018.0,-0.22,-1.34,10.6
4031.0,-0.17,-1.37,10.71
4044.0,-0.19,-1.39,10.67
4057.0,-0.3,-1.3,10.49
4070.0,-0.36,-1.15,10.11
4083.0,-0.38,-1.05,9.81
4096.0,-0.33,-0.96,9.58
4109.0,-0.3,-0.94,9.51
4121.0,-0.3,-0.93,9.56
4134.0,-0.26,-0.96,9.65
4147.0,-0.21,-1.02,9.83
4160.0,-0.19,-1.09,10.02
4173.0,-0.11,-1.13,10.13
4186.0,-0.1,-1.13,10.19
4199.0,-0.13,-1.15,10.18
4212.0,-0.28,-1.18,10.21
4224.0,-0.4,-1.2,10.18
4237.0,-0.48,-1.19,10.15
4250.0,-0.49,-1.2,10.1
4263.0,-0.47,-1.25,10.11
4276.0,-0.4,-1.27,10.24
4289.0,-0.28,-1.35,10.43
4302.0,-0.3,-1.42,10.6
4315.0,-0.43,-1.53,10.71
4327.0,-0.45,-1.49,10.58
4340.0,-0.11,-1.33,10.41
4353.0,-0.05,-1.25,10.27
4366.0,-0.32,-1.05,9.62
4379.0,-0.37,-0.83,9.27
4392.0,-0.31,-0.71,8.99
4405.0,-0.42,-0.63,8.83
4418.0,-0.48,-0.63,8.91
4430.0,-0.7,-0.71,9.0
4443.0,-0.63,-0.79,9.27
4456.0,-0.19,-0.91,9.69
4469.0,0.05,-1.06,10.11
4482.0,0.23,-1.28,10.53
4495.0,0.18,-1.44,10.74
4508.0,-0.04,-1.54,10.79
4520.0,-0.21,-1.53,10.69
4533.0,-0.29,-1.46,10.48
4546.0,-0.36,-1.32,10.2
4559.0,-0.45,-1.13,9.79
4572.0,-0.6,-0.98,9.5
4585.0,-0.62,-0.91,9.48
4598.0,-0.45,-0.91,9.51
4611.0,-0.26,-1.05,9.78
4623.0,-0.12,-1.23,10.05
4636.0,-0.08,-1.33,10.21
4649.0,-0.01,-1.39,10.25
4662.0,0.0,-1.42,10.28
4675.0,-0.05,-1.37,10.14
4688.0,-0.17,-1.26,9.91
4701.0,-0.3,-1.14,9.66
4714.0,-0.4,-1.04,9.46
4726.0,-0.45,-1.03,9.48
4739.0,-0.43,-1.07,9.63
4752.0,-0.36,-1.18,9.9
4765.0,-0.34,-1.3,10.21
4778.0,-0.34,-1.37,10.39
4791.0,-0.31,-1.33,10.39
4804.0,-0.29,-1.26,10.29
4817.0,-0.27,-1.2,10.16
4829.0,-0.35,-1.24,10.02
4842.0,-0.48,-1.27,9.89
4855.0,-0.51,-1.28,9.86
4868.0,-0.48,-1.26,9.79
4881.0,-0.47,-1.26,9.74
4894.0,-0.34,-1.25,9.75
4907.0,-0.2,-1.27,9.81
4920.0,-0.18,-1.36,9.94
4932.0,-0.22,-1.41,9.99
4945.0,-0.33,-1.43,9.99
4958.0,-0.4,-1.43,9.94
4971.0,-0.42,-1.42,9.85
4984.0,-0.41,-1.47,9.88
4997.0,-0.43,-1.51,9.93
5010.0,-0.37,-1.53,10.02
5023.0,-0.27,-1.52,10.18
5035.0,-0.23,-1.41,10.25
5048.0,-0.21,-1.25,10.1
5061.0,-0.19,-1.11,9.91
5074.0,-0.17,-1.0,9.82
5087.0,-0.1,-0.92,9.68
5100.0,-0.31,-0.94,9.62
5113.0,-0.5,-1.01,9.74
5126.0,-0.54,-1.17,9.89
5138.0,-0.49,-1.21,10.02
5151.0,-0.19,-1.2,10.16
5164.0,-0.07,-1.19,10.26
5177.0,-0.31,-1.19,10.32
5190.0,-0.44,-1.25,10.44
5203.0,-0.34,-1.28,10.42
5216.0,-0.27,-1.18,10.22
5229.0,-0.36,-1.08,9.84
5241.0,-0.36,-1.0,9.59
5254.0,-0.26,-0.93,9.58
5267.0,-0.06,-0.9,9.67
5280.0,0.19,-0.88,9.72
5293.0,0.21,-0.85,9.71
5306.0,0.04,-0.84,9.66
5319.0,-0.04,-0.87,9.73
5331.0,-0.12,-1.01,9.9
