timestamp,accX,accY,accZ
2.0,0.49,-1.81,7.44
15.0,0.57,-1.04,5.27
28.0,0.83,-0.65,5.36
41.0,0.98,-0.14,4.93
54.0,0.99,0.24,4.59
66.0,0.74,0.37,4.49
79.0,0.44,0.37,4.61
92.0,0.15,0.39,4.74
105.0,0.08,0.49,4.83
118.0,0.36,0.78,4.56
131.0,0.69,1.18,4.1
144.0,0.96,1.6,3.6
156.0,0.92,1.79,3.2
169.0,1.11,1.71,3.17
182.0,1.19,1.4,3.73
195.0,0.89,0.54,4.86
208.0,0.65,-0.22,5.88
221.0,0.23,-0.81,6.45
233.0,-0.31,-0.87,6.24
246.0,-0.7,-0.52,5.63
259.0,-0.73,-0.16,5.19
272.0,-0.33,0.15,5.21
285.0,0.39,0.34,6.0
298.0,1.14,0.19,7.0
311.0,1.65,-0.05,7.83
323.0,1.67,-0.25,8.07
336.0,1.15,-0.32,7.86
349.0,0.6,-0.09,7.7
362.0,0.46,0.18,7.9
375.0,0.75,0.31,8.26
388.0,1.16,0.31,8.51
401.0,1.4,0.07,8.95
413.0,1.4,-0.37,9.43
426.0,0.93,-0.61,9.48
439.0,0.41,-0.65,9.17
452.0,0.12,-0.59,9.26
465.0,0.43,-0.87,10.07
478.0,1.04,-1.39,11.26
491.0,1.31,-1.88,11.86
503.0,0.98,-1.98,11.68
516.0,0.43,-1.83,11.44
529.0,0.46,-1.7,11.75
542.0,0.69,-1.97,12.68
555.0,1.31,-2.27,13.63
568.0,1.5,-2.26,13.59
581.0,1.16,-2.2,13.03
593.0,0.47,-2.11,12.47
606.0,-0.23,-2.05,12.07
619.0,-0.48,-2.04,12.07
632.0,-0.4,-1.94,12.07
645.0,0.05,-1.81,12.1
658.0,0.68,-1.7,12.28
671.0,0.94,-1.62,12.33
683.0,0.97,-1.54,12.1
696.0,0.62,-1.41,11.4
709.0,0.2,-1.24,10.52
722.0,-0.05,-2.5,18.27
735.0,-1.23,-6.24,19.61
748.0,-0.95,-5.92,16.98
761.0,-1.13,-2.68,11.16
774.0,-0.51,0.31,6.93
786.0,-0.35,0.36,7.51
799.0,-0.24,-0.78,9.52
812.0,-0.52,-1.3,10.84
825.0,-0.26,-1.71,12.48
838.0,0.24,-2.43,14.28
851.0,0.6,-3.05,15.6
864.0,0.4,-3.37,16.16
876.0,0.0,-3.41,15.89
889.0,-0.37,-3.17,15.4
902.0,-0.43,-2.75,14.8
915.0,-0.21,-2.27,14.06
928.0,0.94,-2.25,14.61
941.0,2.05,-2.49,15.72
954.0,2.46,-2.88,16.36
967.0,1.87,-3.26,15.83
979.0,0.84,-3.4,14.57
992.0,0.05,-3.05,12.88
1005.0,-0.28,-2.39,11.06
1018.0,-0.16,-1.51,9.4
1031.0,0.23,-0.79,8.21
1044.0,0.62,-0.38,7.47
1057.0,0.81,-0.06,6.8
1069.0,0.73,0.17,6.39
1082.0,0.34,0.17,6.18
1095.0,0.03,-0.05,6.17
1108.0,-0.06,-0.27,6.19
1121.0,0.15,-0.23,5.88
1134.0,0.27,-0.07,5.5
1147.0,0.21,0.03,5.22
1159.0,0.19,0.12,5.15
1172.0,0.3,0.23,5.13
1185.0,0.42,0.29,5.11
1198.0,0.47,0.35,4.89
1211.0,0.46,0.45,4.47
1224.0,0.36,0.56,3.84
1236.0,0.3,0.7,3.23
1249.0,0.36,0.9,2.75
1262.0,0.44,1.16,2.47
1275.0,0.48,1.38,2.26
1288.0,0.39,1.41,2.57
1301.0,0.27,1.23,3.22
1313.0,0.2,1.03,4.01
1326.0,0.2,0.81,4.81
1339.0,0.42,0.7,5.36
1352.0,0.78,0.62,6.0
1365.0,1.16,0.38,6.65
1378.0,1.32,-0.02,7.61
1391.0,1.21,-0.6,8.55
1403.0,0.9,-1.07,9.18
1416.0,0.63,-1.33,9.49
1429.0,0.48,-1.44,9.47
1442.0,0.49,-1.52,9.31
1455.0,0.22,-1.47,9.08
1468.0,0.06,-1.22,9.02
1481.0,0.56,-1.21,9.88
1493.0,1.23,-1.36,11.2
1506.0,1.72,-1.85,12.33
1519.0,1.65,-2.55,12.97
1532.0,0.98,-3.06,13.06
1545.0,0.23,-2.98,12.56
1558.0,-0.47,-2.45,11.32
1571.0,-0.41,-1.81,10.4
1583.0,0.44,-1.43,10.57
1596.0,1.37,-1.64,11.5
1609.0,1.82,-2.36,12.84
1622.0,1.43,-2.93,13.73
1635.0,0.57,-2.91,13.45
1648.0,-0.25,-2.67,12.64
1661.0,-0.52,-2.37,11.9
1673.0,-0.09,-2.18,11.58
1686.0,0.45,-2.12,11.86
1699.0,0.83,-2.07,12.32
1712.0,0.93,-1.91,12.37
1725.0,0.75,-1.77,12.28
1738.0,0.47,-1.92,12.53
1751.0,0.27,-2.39,13.06
1764.0,0.15,-2.76,13.47
1776.0,0.1,-2.94,13.64
1789.0,0.1,-2.95,13.56
1802.0,0.13,-2.98,13.5
1815.0,0.14,-2.93,13.35
1828.0,0.15,-2.93,13.22
1841.0,0.17,-2.91,13.21
1854.0,0.2,-2.81,13.13
1866.0,0.31,-2.58,12.93
1879.0,0.46,-2.35,12.9
1892.0,0.6,-2.21,12.88
1905.0,0.74,-2.21,13.48
1918.0,0.86,-2.39,14.2
1931.0,0.83,-2.55,14.62
1944.0,0.67,-2.59,14.36
1956.0,0.42,-2.6,14.08
1969.0,0.46,-2.71,14.02
1982.0,0.78,-2.77,14.21
1995.0,1.06,-2.68,13.84
2008.0,0.89,-2.47,12.92
2021.0,0.65,-2.1,11.61
2034.0,0.6,-1.83,10.71
2046.0,0.69,-1.66,10.42
2059.0,0.92,-1.62,10.32
2072.0,1.02,-1.6,10.36
2085.0,0.79,-1.74,10.31
2098.0,0.5,-1.81,10.06
2111.0,0.32,-1.93,9.86
2124.0,0.35,-1.93,9.53
2136.0,0.42,-1.62,8.65
2149.0,0.34,-1.09,7.36
2162.0,0.1,-0.49,5.88
2175.0,-0.21,0.1,4.76
2188.0,-0.28,0.54,4.13
2201.0,-0.15,0.84,3.83
2214.0,0.02,1.01,3.71
2226.0,0.2,1.1,3.69
2239.0,0.33,1.14,3.92
2252.0,0.46,1.12,4.13
2265.0,0.54,1.06,4.33
2278.0,0.65,0.91,4.43
2291.0,0.61,0.83,4.41
2303.0,0.49,0.78,4.12
2316.0,0.28,0.78,3.83
2329.0,0.13,0.8,3.65
2342.0,0.05,0.78,3.75
2355.0,-0.02,0.71,4.0
2368.0,0.0,0.62,4.38
2380.0,0.17,0.57,4.89
2393.0,0.36,0.51,5.45
2406.0,0.53,0.27,6.0
2419.0,0.62,-0.09,6.63
2432.0,0.56,-0.38,7.22
2445.0,0.37,-0.5,7.36
2458.0,0.32,-0.64,7.37
2470.0,0.56,-0.91,7.8
2483.0,0.56,-1.35,8.2
2496.0,0.14,-1.65,8.58
2509.0,-0.21,-1.62,8.85
2522.0,-0.13,-1.64,9.24
2535.0,0.32,-1.75,9.9
2548.0,0.78,-2.0,10.31
2560.0,0.67,-2.32,10.39
2573.0,0.22,-2.4,10.56
2586.0,0.08,-2.07,10.71
2599.0,0.46,-2.02,11.27
2612.0,1.06,-2.14,12.27
2625.0,1.11,-2.8,12.88
2638.0,0.68,-3.37,13.26
2650.0,0.01,-3.62,13.29
2663.0,-0.1,-3.24,13.06
2676.0,0.51,-2.58,13.25
2689.0,1.28,-2.09,13.82
2702.0,1.6,-1.99,14.18
2715.0,1.34,-2.25,14.29
2728.0,0.68,-2.67,14.16
2741.0,-0.04,-3.01,13.69
2753.0,-0.78,-3.02,13.19
2766.0,-1.12,-2.73,12.63
2779.0,-0.81,-2.43,12.56
2792.0,-0.18,-2.32,12.73
2805.0,0.13,-2.25,12.64
2818.0,0.09,-2.16,12.33
2831.0,0.12,-2.22,12.57
2843.0,0.17,-2.42,13.08
2856.0,0.21,-2.71,13.57
2869.0,0.26,-2.99,13.7
2882.0,0.17,-3.11,13.65
2895.0,0.2,-3.06,13.56
2908.0,0.31,-2.87,13.3
2921.0,0.5,-2.61,13.05
2933.0,0.66,-2.54,13.06
2946.0,0.59,-2.72,13.46
2959.0,0.44,-2.91,13.84
2972.0,0.36,-2.97,14.14
2985.0,0.33,-3.02,14.15
2998.0,0.2,-3.04,14.07
3011.0,0.35,-2.81,13.65
3023.0,0.74,-2.4,12.78
3036.0,1.12,-1.97,11.52
3049.0,1.11,-1.87,11.11
3062.0,0.74,-2.29,11.6
3075.0,0.38,-2.75,12.03
3088.0,0.38,-2.98,12.45
3101.0,0.91,-3.0,12.64
3113.0,1.51,-2.94,12.25
3126.0,1.76,-2.78,11.45
3139.0,1.72,-2.62,10.55
3152.0,1.38,-2.52,9.63
3165.0,0.99,-2.41,8.98
3178.0,0.66,-2.11,8.2
3191.0,0.52,-1.56,7.55
3203.0,0.46,-1.03,7.04
3216.0,0.42,-0.71,6.64
3229.0,0.29,-0.39,6.04
3242.0,0.25,0.31,4.96
3255.0,0.29,0.89,4.03
3268.0,0.38,1.14,3.39
3281.0,0.21,1.07,3.45
3293.0,-0.06,0.81,3.86
3306.0,-0.17,0.65,4.11
3319.0,-0.09,0.48,4.27
3332.0,0.09,0.29,4.45
3345.0,0.25,0.04,4.45
3358.0,0.32,-0.14,4.27
3371.0,0.26,-0.28,4.07
3383.0,0.06,-0.28,3.9
3396.0,-0.28,-0.23,3.86
3409.0,-0.65,-0.12,3.91
3422.0,-0.7,0.08,4.06
3435.0,-0.26,0.2,4.42
3448.0,0.33,0.27,4.93
3461.0,0.92,0.08,5.65
3473.0,1.47,-0.32,6.64
3486.0,1.64,-0.82,7.65
