timestamp,accX,accY,accZ
2.0,1.18,-2.07,7.74
15.0,0.9,-1.82,6.43
28.0,0.73,-2.13,7.14
41.0,-0.03,-1.91,6.33
54.0,-0.08,-1.9,6.44
67.0,1.03,-2.21,7.81
79.0,2.29,-2.5,9.4
92.0,3.29,-2.96,11.11
105.0,3.2,-3.35,11.95
118.0,1.79,-3.58,11.64
131.0,-0.14,-3.82,10.96
144.0,-0.91,-3.98,11.11
157.0,0.3,-3.78,12.44
169.0,1.75,-3.79,14.06
182.0,2.73,-3.78,15.32
195.0,2.45,-3.66,15.29
208.0,1.26,-3.68,14.23
221.0,0.2,-3.73,13.51
234.0,0.38,-3.71,13.67
247.0,1.38,-3.42,14.06
259.0,2.26,-3.01,14.48
272.0,2.67,-2.74,14.61
285.0,2.6,-2.77,14.74
298.0,2.18,-2.87,14.73
311.0,1.97,-3.01,15.11
324.0,1.87,-3.13,15.42
337.0,1.87,-2.99,15.27
349.0,1.98,-2.83,15.27
362.0,2.14,-2.94,15.61
375.0,2.18,-3.39,16.38
388.0,2.26,-3.91,17.41
401.0,2.14,-4.3,17.76
414.0,2.2,-4.42,17.59
427.0,2.3,-4.37,17.25
439.0,2.24,-4.31,16.52
452.0,1.78,-4.22,15.33
465.0,1.45,-3.89,13.81
478.0,1.42,-3.37,12.25
491.0,1.59,-3.28,11.66
504.0,1.7,-3.56,11.47
517.0,1.66,-3.64,10.74
529.0,1.43,-3.42,9.48
542.0,1.2,-3.15,8.32
555.0,1.02,-2.77,7.3
568.0,0.97,-2.49,6.59
581.0,1.01,-2.19,6.07
594.0,0.97,-1.82,5.46
607.0,0.89,-1.36,4.77
619.0,0.83,-0.91,4.19
632.0,0.63,-0.56,3.75
645.0,0.43,-0.35,3.36
658.0,0.13,-0.26,2.97
671.0,-0.18,-0.19,2.77
684.0,-0.43,-0.04,2.55
697.0,-0.45,0.08,2.24
710.0,-0.18,0.15,2.09
722.0,0.43,0.16,2.29
735.0,0.09,-0.23,2.65
748.0,-0.35,-0.67,2.85
761.0,-1.01,-0.97,2.83
774.0,-1.21,-0.86,2.65
787.0,-1.03,-0.46,2.4
800.0,-0.54,0.05,2.44
812.0,0.32,0.07,3.22
825.0,0.95,-0.18,4.23
838.0,1.27,-0.34,4.98
851.0,1.32,-0.61,5.76
864.0,1.32,-1.06,6.63
877.0,1.44,-1.56,7.64
890.0,1.55,-1.81,8.32
902.0,1.79,-1.84,8.87
915.0,2.1,-1.85,9.22
928.0,2.43,-1.81,9.68
941.0,2.18,-2.12,10.11
954.0,1.97,-2.42,10.71
967.0,1.88,-2.64,11.24
980.0,2.04,-2.96,11.73
992.0,2.14,-3.48,12.98
1005.0,2.23,-3.97,14.5
1018.0,2.18,-4.32,15.51
1031.0,1.94,-4.43,15.9
1044.0,1.42,-4.24,15.46
1057.0,1.04,-3.79,14.65
1070.0,0.88,-3.25,14.0
1082.0,0.97,-2.92,13.86
1095.0,1.36,-2.83,14.22
1108.0,1.6,-3.1,15.12
1121.0,1.32,-3.21,15.47
1134.0,0.89,-3.01,15.09
1147.0,0.79,-2.81,14.72
1160.0,1.15,-2.6,14.88
1172.0,1.77,-2.63,15.68
1185.0,2.03,-2.99,16.77
1198.0,1.93,-3.41,17.22
1211.0,1.78,-3.79,17.69
1224.0,1.73,-4.21,18.46
1237.0,1.64,-4.7,18.71
1250.0,1.65,-5.0,18.45
