timestamp,accX,accY,accZ
2.0,0.59,3.07,11.73
15.0,0.65,2.49,9.54
28.0,1.0,3.11,11.0
41.0,1.27,3.37,10.94
54.0,1.38,3.45,10.72
66.0,1.26,3.2,10.48
79.0,1.1,2.84,10.17
92.0,1.0,2.46,9.84
105.0,0.99,2.1,9.53
118.0,0.81,1.91,9.04
131.0,0.79,1.85,8.49
143.0,1.76,1.27,9.62
156.0,2.57,0.09,12.55
169.0,2.59,-1.12,14.02
182.0,2.04,-1.85,13.67
195.0,1.6,-2.0,12.65
208.0,1.36,-1.87,11.48
221.0,1.23,-1.69,10.06
233.0,1.12,-1.5,8.89
246.0,1.38,-1.5,8.68
259.0,1.75,-1.59,8.64
272.0,1.94,-2.26,10.0
285.0,1.63,-3.03,11.51
298.0,0.68,-3.51,11.16
311.0,-0.24,-3.68,10.03
323.0,-0.41,-3.56,8.83
336.0,-0.14,-3.65,8.08
349.0,0.19,-4.07,8.22
362.0,0.21,-4.53,8.67
375.0,-0.05,-5.03,9.15
388.0,-0.41,-5.32,9.09
401.0,-0.76,-5.58,8.59
414.0,-0.9,-5.59,7.88
426.0,-0.8,-5.54,7.63
439.0,-0.65,-5.6,7.76
452.0,-0.57,-5.8,8.07
465.0,-0.69,-6.31,8.77
478.0,-0.91,-6.8,9.33
491.0,-1.18,-7.16,9.53
504.0,-1.2,-7.16,9.48
517.0,-0.91,-6.86,9.39
529.0,-0.25,-6.33,9.09
542.0,0.4,-5.76,8.79
555.0,1.14,-5.35,8.9
568.0,1.69,-4.98,8.86
581.0,1.66,-4.86,8.88
594.0,1.47,-4.81,9.16
607.0,1.27,-4.49,8.96
619.0,0.98,-4.12,8.77
632.0,0.56,-3.93,8.74
645.0,0.14,-3.57,8.37
658.0,0.03,-3.16,8.5
671.0,-0.09,-2.79,8.47
684.0,-0.42,-2.67,8.91
697.0,-0.57,-2.28,9.04
710.0,-0.12,-1.65,9.04
722.0,0.45,-0.91,9.73
735.0,1.15,-0.16,10.25
748.0,1.64,0.64,10.77
761.0,1.84,1.23,11.44
774.0,1.74,1.69,11.99
787.0,1.05,1.94,12.29
799.0,0.25,2.28,11.67
812.0,-0.41,2.82,10.89
825.0,-0.76,3.33,10.46
838.0,-0.74,3.54,10.77
851.0,-0.32,3.87,11.3
864.0,0.08,4.48,11.09
877.0,0.23,4.89,10.97
889.0,0.52,5.13,11.22
902.0,0.72,5.3,11.27
915.0,0.68,5.18,11.54
928.0,0.38,4.87,11.73
941.0,0.16,4.6,11.94
954.0,-0.04,4.32,11.94
967.0,-0.12,4.05,11.68
979.0,-0.36,3.84,11.18
992.0,-0.41,3.8,10.49
1005.0,-0.29,3.69,10.37
1018.0,-0.06,3.56,10.52
1031.0,0.12,3.46,10.77
1044.0,0.16,3.14,11.19
1056.0,0.24,2.74,11.3
1069.0,0.34,2.55,10.99
1082.0,0.64,2.63,10.46
1095.0,1.31,3.18,9.82
1108.0,1.93,3.48,9.63
1121.0,2.04,3.44,9.4
1134.0,1.44,2.77,9.43
1146.0,0.49,1.82,9.28
1159.0,0.04,1.13,8.93
1172.0,0.22,0.51,9.44
1185.0,0.6,-0.16,10.34
1198.0,0.69,-1.1,11.59
1211.0,0.16,-2.33,12.33
1223.0,-0.53,-3.25,12.15
1236.0,-0.8,-3.56,11.41
1249.0,-0.37,-3.32,10.08
1262.0,0.52,-2.74,8.89
1275.0,1.73,-2.04,7.99
1288.0,2.05,-2.55,8.91
1301.0,1.3,-3.88,10.32
1314.0,0.28,-5.21,10.59
1326.0,-0.34,-5.9,10.6
1339.0,-0.44,-5.75,9.92
1352.0,0.15,-5.12,8.89
1365.0,0.82,-4.41,8.12
1378.0,1.42,-4.12,8.45
1391.0,1.36,-4.16,8.77
1404.0,0.86,-4.55,9.24
1416.0,-0.12,-5.27,9.66
1429.0,-1.17,-5.82,9.37
1442.0,-1.6,-6.03,9.06
1455.0,-1.27,-5.74,9.23
1468.0,-1.01,-5.46,8.24
1481.0,-0.27,-4.63,7.8
1494.0,0.5,-4.08,7.99
1507.0,1.03,-3.77,7.95
1519.0,1.69,-3.43,8.03
1532.0,2.11,-3.21,8.47
1545.0,1.92,-3.44,9.48
1558.0,1.1,-3.64,9.38
1571.0,0.22,-3.49,8.44
1584.0,-0.39,-3.27,7.79
1597.0,-0.69,-3.18,7.9
1609.0,-0.45,-3.07,8.68
1622.0,-0.13,-2.9,9.69
1635.0,-0.23,-2.81,10.56
1648.0,-0.47,-2.48,10.53
1661.0,-0.56,-1.96,10.25
1674.0,-0.25,-1.35,10.3
1687.0,0.12,-0.69,10.4
1700.0,0.22,-0.03,10.32
1712.0,0.03,0.42,10.51
1725.0,-0.33,0.88,10.41
1738.0,-0.49,1.26,10.65
1751.0,-0.38,1.4,11.04
1764.0,0.17,1.54,11.44
1777.0,0.87,1.86,12.11
1789.0,1.68,2.39,12.67
1802.0,2.08,3.07,12.61
1815.0,2.23,3.67,12.37
1828.0,2.46,4.32,12.06
1841.0,2.46,5.03,11.74
1854.0,2.01,5.32,11.63
1867.0,1.1,5.01,11.77
1879.0,0.07,4.47,11.54
1892.0,-0.42,3.94,11.92
1905.0,-0.53,3.58,12.16
1918.0,-0.34,3.39,12.15
1931.0,0.1,3.21,12.16
1944.0,0.57,3.11,11.96
1956.0,0.84,3.11,11.52
1969.0,1.09,3.19,11.19
1982.0,1.31,3.36,10.52
1995.0,1.46,3.57,9.76
2008.0,1.52,3.49,9.42
2021.0,1.41,3.09,9.33
2034.0,1.32,2.63,9.39
2046.0,1.29,2.29,9.47
2059.0,1.42,2.02,9.38
2072.0,1.61,1.93,9.04
2085.0,1.93,1.87,8.91
2098.0,2.34,1.83,8.94
2111.0,2.58,1.73,9.0
2123.0,2.4,1.35,9.12
2136.0,2.04,0.73,9.45
2149.0,1.65,0.07,9.52
2162.0,1.25,-0.66,9.83
2175.0,1.07,-1.42,9.93
2188.0,0.77,-2.28,10.85
2201.0,0.4,-2.92,11.45
2213.0,0.21,-3.25,11.55
2226.0,-0.1,-3.65,11.46
2239.0,-0.49,-4.02,10.98
2252.0,-0.63,-4.03,10.15
2265.0,-0.14,-3.41,8.67
2278.0,0.94,-2.41,7.59
2291.0,1.7,-2.28,8.51
2303.0,1.6,-3.05,10.14
2316.0,0.53,-4.15,10.63
2329.0,-0.75,-5.25,10.84
2342.0,-1.46,-5.63,10.33
2355.0,-0.94,-5.22,9.65
2368.0,-0.16,-4.43,8.87
2381.0,0.3,-4.07,9.11
2394.0,-0.3,-4.52,9.81
2406.0,-1.19,-5.21,10.3
2419.0,-1.89,-5.74,10.46
2432.0,-2.35,-5.82,9.96
2445.0,-2.24,-5.51,9.13
2458.0,-1.57,-4.87,8.46
2471.0,-0.4,-4.07,8.02
2484.0,0.75,-3.32,7.76
2497.0,1.51,-3.13,8.13
2509.0,1.86,-3.21,9.02
2522.0,1.61,-3.52,9.76
2535.0,1.04,-3.51,9.7
2548.0,0.4,-3.46,9.42
2561.0,-0.19,-3.25,8.81
2574.0,-0.52,-3.03,8.69
2587.0,-0.31,-2.5,8.45
2599.0,-0.04,-1.81,8.3
2612.0,0.42,-1.3,8.66
2625.0,0.75,-0.98,9.17
2638.0,0.97,-0.89,9.83
2651.0,0.82,-0.73,10.27
2664.0,0.47,-0.51,9.86
2677.0,0.17,-0.2,9.53
2689.0,0.21,0.14,9.64
2702.0,0.53,0.59,10.13
2715.0,0.96,1.07,10.65
2728.0,1.17,1.6,11.2
2741.0,1.36,2.01,11.42
2754.0,1.69,2.6,11.64
2767.0,1.65,3.13,11.48
2779.0,1.2,3.69,10.65
2792.0,0.63,4.09,10.13
2805.0,0.43,4.41,10.1
2818.0,0.9,4.7,10.93
2831.0,1.46,4.91,12.12
2844.0,1.63,4.94,12.72
2856.0,1.35,4.89,12.69
2869.0,0.95,4.75,12.49
2882.0,0.82,4.56,12.65
2895.0,0.96,4.1,13.29
2908.0,0.97,3.59,13.48
2921.0,0.51,3.27,12.64
2933.0,-0.2,3.07,11.5
2946.0,-0.68,3.11,10.58
2959.0,-0.84,3.2,10.18
2972.0,-0.85,3.35,9.85
2985.0,-0.69,3.34,9.56
2998.0,-0.52,2.95,9.71
3011.0,-0.35,2.64,9.7
3023.0,-0.25,2.4,9.37
3036.0,0.11,2.1,9.48
3049.0,0.51,2.1,9.27
3062.0,0.92,2.22,8.73
3075.0,1.02,2.18,8.84
3088.0,0.72,1.98,8.91
3101.0,0.33,1.68,8.71
3113.0,0.12,1.43,8.57
3126.0,0.67,1.01,8.84
3139.0,1.87,0.49,10.44
3152.0,2.78,-0.14,12.51
3165.0,2.53,-0.85,12.75
3178.0,1.49,-1.64,12.13
3190.0,0.45,-2.1,10.93
3203.0,-0.76,-2.95,10.26
3216.0,-1.42,-3.63,10.0
3229.0,-1.78,-3.94,9.37
3242.0,-1.54,-4.17,8.75
3255.0,-0.74,-4.31,9.17
3268.0,0.21,-4.22,9.99
3281.0,0.59,-3.99,9.45
3293.0,0.34,-4.13,9.09
3306.0,-0.18,-4.62,9.02
3319.0,-0.7,-5.24,9.42
3332.0,-0.94,-5.66,9.89
3345.0,-0.96,-5.72,10.02
3358.0,-0.87,-5.59,9.56
3371.0,-0.77,-5.27,9.06
3384.0,-0.67,-5.17,9.05
3396.0,-0.71,-5.07,8.85
3409.0,-1.03,-5.05,8.62
3422.0,-1.48,-5.04,8.33
3435.0,-1.39,-4.87,8.03
3448.0,-0.67,-4.41,7.79
3461.0,0.18,-3.94,7.92
3474.0,0.81,-3.64,8.0
3487.0,1.18,-3.52,8.22
3499.0,1.15,-3.41,8.23
3512.0,1.15,-3.28,7.95
3525.0,1.22,-3.15,7.83
3538.0,1.53,-3.1,8.0
3551.0,1.73,-2.76,7.71
3564.0,1.94,-2.28,7.91
3577.0,2.14,-1.91,8.32
3589.0,2.06,-1.85,9.22
3602.0,1.63,-2.04,9.9
3615.0,0.75,-2.17,9.94
3628.0,-0.89,-2.61,10.01
3641.0,-2.12,-2.86,10.37
3654.0,-2.27,-2.23,10.39
3667.0,-1.66,-1.24,10.54
3679.0,-0.54,-0.35,11.53
3692.0,0.18,0.42,12.96
3705.0,0.55,1.14,13.16
3718.0,0.63,1.95,12.7
3731.0,0.88,2.77,12.37
3744.0,1.13,3.32,12.83
3757.0,1.22,3.8,13.15
3769.0,0.98,4.1,13.31
3782.0,0.47,3.96,13.39
3795.0,-0.1,3.74,13.37
3808.0,-0.41,3.59,13.53
3821.0,-0.45,3.72,13.29
3834.0,-0.32,3.8,13.21
3846.0,-0.38,3.83,12.74
3859.0,-0.37,3.79,12.22
3872.0,-0.27,3.43,12.19
3885.0,-0.21,3.17,11.83
3898.0,-0.18,3.14,11.15
3911.0,-0.06,3.2,10.63
3924.0,0.08,3.44,10.57
3936.0,0.22,3.88,9.81
3949.0,0.49,4.29,9.16
3962.0,0.71,4.16,9.55
3975.0,0.98,3.57,10.75
3988.0,0.96,2.71,11.48
4001.0,0.5,1.86,11.22
4014.0,-0.27,1.1,10.19
4026.0,-0.67,0.55,9.18
4039.0,-0.16,0.79,7.85
4052.0,0.97,1.7,6.97
