timestamp,accX,accY,accZ
2.0,-0.05,1.83,9.75
15.0,-0.05,1.49,7.6
28.0,0.08,1.75,8.95
41.0,0.44,1.53,9.68
54.0,0.97,1.04,10.67
66.0,1.38,0.6,11.2
79.0,1.4,0.32,11.07
92.0,1.31,0.32,10.48
105.0,1.11,0.17,10.35
118.0,0.74,-0.36,10.56
131.0,0.18,-0.94,10.44
144.0,-0.24,-1.32,10.33
156.0,-0.62,-1.54,10.14
169.0,-0.89,-1.58,9.5
182.0,-0.88,-1.66,9.48
195.0,-0.98,-2.1,10.43
208.0,-1.3,-2.78,10.81
221.0,-1.78,-3.02,10.03
234.0,-2.38,-2.82,8.51
247.0,-2.25,-2.38,7.29
259.0,-1.67,-2.2,7.29
272.0,-1.0,-2.39,8.16
285.0,-0.79,-2.82,8.89
298.0,-1.25,-3.38,9.07
311.0,-1.71,-3.59,8.53
324.0,-1.68,-3.47,7.97
337.0,-1.29,-3.43,7.87
350.0,-1.15,-3.87,8.64
362.0,-1.18,-4.54,9.74
375.0,-1.25,-4.86,10.19
388.0,-1.21,-4.86,10.02
401.0,-1.16,-4.73,9.73
414.0,-1.13,-4.7,9.62
427.0,-1.12,-4.62,9.43
440.0,-1.16,-4.36,9.25
453.0,-1.28,-4.12,9.35
465.0,-1.5,-4.04,9.65
478.0,-1.6,-4.09,10.04
491.0,-1.44,-4.06,10.39
504.0,-1.26,-3.95,10.56
517.0,-1.18,-3.68,10.04
530.0,-1.17,-3.2,9.03
543.0,-1.08,-2.66,8.09
556.0,-0.89,-2.4,7.66
568.0,-0.6,-2.53,8.12
581.0,-0.17,-2.77,8.93
594.0,0.28,-2.97,9.68
607.0,0.53,-3.1,10.24
620.0,0.59,-2.99,10.08
633.0,0.45,-2.48,9.12
646.0,0.55,-1.76,8.07
658.0,0.58,-1.24,7.38
671.0,0.51,-1.14,7.66
684.0,0.68,-1.24,8.66
697.0,0.99,-1.07,9.27
710.0,1.16,-0.81,9.57
723.0,1.13,-0.51,9.57
736.0,1.02,-0.18,9.4
748.0,0.95,0.21,9.21
761.0,0.8,0.45,9.73
774.0,0.68,0.57,10.15
787.0,0.6,0.86,10.38
800.0,0.61,1.05,10.84
813.0,0.61,1.25,11.04
826.0,0.54,1.32,11.44
838.0,0.43,1.38,11.68
851.0,0.16,1.46,11.76
864.0,-0.11,1.5,11.83
877.0,-0.3,1.53,11.85
890.0,-0.41,1.74,11.76
903.0,-0.5,2.03,11.65
915.0,-0.48,2.12,11.96
928.0,-0.46,1.94,12.59
941.0,-0.65,1.79,12.7
954.0,-0.9,1.73,12.43
967.0,-1.22,1.57,12.09
980.0,-1.26,1.77,11.49
993.0,-1.08,1.9,11.07
1005.0,-0.79,2.01,10.9
1018.0,-0.49,1.97,10.94
1031.0,-0.38,1.78,11.05
1044.0,-0.48,1.45,11.1
1057.0,-0.65,1.27,10.78
1070.0,-0.64,1.31,10.13
1083.0,-0.26,1.5,9.62
1095.0,0.34,1.78,9.56
1108.0,0.77,1.69,9.9
1121.0,0.86,1.48,9.96
1134.0,0.72,1.21,9.8
1147.0,0.61,0.93,9.76
1160.0,0.66,0.63,9.9
1173.0,0.76,0.45,9.95
1185.0,0.98,0.31,10.1
1198.0,0.95,0.04,10.36
1211.0,0.45,-0.6,10.56
1224.0,-0.2,-1.22,10.49
1237.0,-0.7,-1.58,10.23
1250.0,-0.82,-1.61,9.96
1263.0,-0.74,-1.71,10.03
1275.0,-0.74,-2.06,10.62
1288.0,-0.88,-2.5,10.85
1301.0,-1.17,-2.83,10.65
1314.0,-1.13,-2.92,10.27
1327.0,-0.85,-2.72,9.84
1340.0,-0.23,-2.45,9.45
1353.0,0.54,-2.45,9.59
1366.0,0.55,-2.95,10.16
1378.0,0.1,-3.62,10.34
1391.0,-0.31,-3.9,10.09
1404.0,-0.36,-3.63,9.27
1417.0,0.03,-3.28,8.47
1430.0,0.86,-3.15,8.57
1443.0,1.45,-3.03,9.16
1456.0,1.9,-3.15,8.79
1468.0,1.68,-3.6,9.26
1481.0,0.92,-4.06,9.72
1494.0,0.21,-4.67,10.11
1507.0,-0.34,-5.17,10.49
1520.0,-0.57,-5.31,10.38
1533.0,-0.48,-5.04,9.77
1546.0,-0.03,-4.57,9.28
1558.0,0.41,-4.19,9.22
1571.0,0.48,-4.0,9.27
1584.0,0.37,-3.79,9.26
1597.0,0.35,-3.47,8.91
1610.0,0.57,-3.1,8.48
1623.0,0.94,-2.86,8.34
1636.0,1.29,-2.89,8.6
1648.0,1.49,-3.02,9.09
1661.0,1.41,-3.08,9.28
1674.0,0.98,-3.03,8.98
1687.0,0.6,-3.07,8.83
1700.0,0.45,-3.15,9.04
1713.0,0.5,-3.1,9.02
1726.0,0.42,-3.07,9.23
1738.0,0.13,-3.08,9.18
1751.0,-0.07,-2.91,9.1
1764.0,0.08,-2.68,9.55
1777.0,0.33,-2.4,10.16
1790.0,0.5,-2.04,10.19
1803.0,0.57,-1.48,9.93
1816.0,0.54,-0.8,9.41
1829.0,0.45,-0.06,8.48
1841.0,0.38,0.44,7.92
1854.0,0.21,0.78,7.84
1867.0,0.1,1.02,7.78
1880.0,0.07,1.08,8.22
1893.0,0.47,0.92,8.96
1906.0,0.86,0.56,10.33
1918.0,1.21,0.07,11.85
1931.0,1.11,0.07,12.24
1944.0,1.01,0.54,11.82
1957.0,1.17,1.1,11.45
1970.0,1.72,1.7,11.55
1983.0,1.97,2.05,12.02
1995.0,1.74,2.12,12.63
2008.0,1.29,2.15,12.73
2021.0,0.96,2.25,12.57
2034.0,0.79,2.34,12.54
2047.0,0.81,2.28,12.79
2060.0,0.71,2.08,13.08
2073.0,0.64,1.93,12.94
2085.0,0.78,2.02,12.48
2098.0,1.08,2.17,11.93
2111.0,1.27,2.46,11.3
2124.0,1.4,2.7,10.66
2137.0,1.55,2.76,10.47
