timestamp,accX,accY,accZ
2.0,-2.05,-3.12,10.34
15.0,-2.05,-2.33,8.21
28.0,-2.85,-2.25,9.12
41.0,-3.27,-1.98,9.35
54.0,-3.65,-1.83,9.56
67.0,-4.28,-1.68,9.3
79.0,-4.83,-1.52,9.06
92.0,-5.23,-1.43,9.01
105.0,-5.69,-1.44,9.12
118.0,-5.97,-1.39,9.09
131.0,-6.07,-1.24,9.17
144.0,-6.0,-1.08,9.2
157.0,-5.82,-0.91,9.35
170.0,-5.71,-0.67,9.22
182.0,-5.6,-0.39,8.94
195.0,-5.53,-0.15,8.68
208.0,-5.62,0.02,8.56
221.0,-5.76,0.04,8.43
234.0,-5.86,0.04,8.4
247.0,-6.03,-0.0,8.28
260.0,-6.22,-0.01,8.15
273.0,-6.33,-0.01,8.22
285.0,-6.37,-0.16,8.34
298.0,-6.31,-0.29,8.35
311.0,-6.16,-0.32,8.31
324.0,-5.77,-0.41,8.47
337.0,-5.35,-0.46,8.72
350.0,-4.86,-0.49,8.82
363.0,-3.98,-0.52,9.08
375.0,-3.03,-0.4,9.62
388.0,-2.48,-0.29,9.54
401.0,-2.6,-0.23,9.06
414.0,-2.62,-0.48,8.56
427.0,-2.4,-0.82,8.97
440.0,-1.7,-1.28,9.56
453.0,-1.17,-1.51,10.43
466.0,-1.09,-1.67,10.22
478.0,-1.85,-1.73,9.17
491.0,-2.54,-2.15,8.96
504.0,-2.95,-2.79,9.77
517.0,-3.09,-3.34,10.45
530.0,-2.65,-3.61,10.6
543.0,-1.82,-3.65,10.7
556.0,-0.97,-3.54,10.73
569.0,-0.37,-3.24,10.43
581.0,-0.31,-3.03,9.94
594.0,-0.4,-2.9,9.59
607.0,-0.01,-2.78,9.5
620.0,1.08,-2.77,10.01
633.0,2.69,-2.76,10.94
646.0,4.04,-2.62,11.74
659.0,5.04,-2.23,11.89
672.0,5.1,-1.82,11.42
684.0,4.55,-1.64,10.61
697.0,4.1,-1.73,10.42
